sale_date,sale_price,description,sale_id,lot_id,comments,title,grade,seal_grade,seal_type,variant
2020-07-12,552.0,9.6 A SEALED NES SUNSOFT 1988 USA,7231,97137,"Rev-A, Round SOQ, Early Production",XENOPHOBE,9.6,,SEALED,False
2020-03-08,264.0,7.0 B+ SEALED PS1 PSYGNOSIS 1995 USA.,7224,97103,Ridged Longbox,3D LEMMINGS,7.0,B+,SEALED,False
2020-11-20,78000.0,9.8 A+ SEALED GB NINTENDO 1999 USA,7236,93052,"Pixel ESRB, Early Production",POKEMON YELLOW,9.8,A+,SEALED,False
2021-06-08,312.0,8.0 B+ SEALED SNES NINTENDO 1991 USA,312123,66049,Made in Japan,SIMCITY,8.0,B+,SEALED,False
2021-01-11,144.0,8.5 A+ SEALED SNES OCEAN 1994 USA,122102,13788,,THE UNTOUCHABLES,8.5,A+,SEALED,False
2021-03-16,600.0,9.8 A+ SEALED PS2 CAPCOM 2003 USA,312111,68079,Sony Security Label,CLOCK TOWER 3,9.8,A+,SEALED,False
2019-02-10,74.0,G.IJOE: THE ATLANTIS FACTOR,121906,12912,"NES, Capcom, 1992, Complete in Box",G.I. JOE: THE ATLANTIS FACTOR,7.5,CIB,,False
2020-11-22,384.0,9.4 A SEALED NES NINTENDO 1990 USA,7236,97131,Oval SOQ TM,SUPER SPIKE V'BALL,9.4,,SEALED,False
2020-05-03,630.0,9.4 A++ SEALED NES BANDAI 1990 USA,7229,97086,Oval SOQ R,DICK TRACY,9.4,A++,SEALED,False
2019-08-03,660.0,X-MEN: MUTANT APOCALYPSE VARIANT: ASSEMBLED IN MEXICO,7211,95548,"SNES, Capcom, 1994, Seal Rating",X-MEN: MUTANT APOCALYPSE,9.4,A+,,True
2019-12-08,456.0,9.2 A SEALED NES ULTRA 1989 USA,121949,13187,"Rev-A, Round SOQ",Q*BERT,9.2,,SEALED,False
2019-02-03,288.0,INDIANA JONES AND THE LAST CRUSADE,121905,11844,"NES, Ubisoft, 1993, Complete in Box",INDIANA JONES AND THE LAST CRUSADE,7.5,,,False
2021-05-25,138.0,7.5 A+ SEALED 2600 ACTIVISION 1989 EUR,312121,69008,"Red box, PAL Version",DOUBLE DRAGON-,7.5,A+,SEALED,False
2019-02-21,1800.0,SUPER MARIO BROS,7204,92261,"NES, Nintendo, 1985, Seal Rating",SUPER MARIO BROS.,8.0,,,False
2020-10-05,1020.0,8.5 A+ SEALED NES CAPCOM 1988 USA,122040,11919,,MICKEY MOUSECAPADE,8.5,A+,SEALED,False
2020-12-28,61.0,5.5 B+ SEALED NES ACCLAIM 1989 USA,122052,17580,Oval SOQ TM,CYBERNOID: THE FIGHTING MACHINE,5.5,B+,SEALED,False
2020-01-27,156.0,9.2 A SEALED GEN VIRGIN 1994 USA,122004,18001,,THE LION KING,9.2,,SEALED,False
2020-11-20,10200.0,9.4 A+ GB NINTENDO 1999 USA,7236,93053,"Pixel ESRB, Early Production",POKEMON YELLOW,9.4,A+,,False
2020-11-23,1140.0,9.0 A+ SEALED GBA KONAMI 2004 USA,122047,17809,,TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,9.0,A+,SEALED,False
2020-10-05,750.0,5.5 A SEALED 2600 ACTIVISION 1982 USA,122040,11892,1982 Dark Green Box,PITFALL!,5.5,,SEALED,False
2021-08-17,360.0,9.8 A++ SEALED XBOX360 ACTIVISION 2015 USA,312133,68118,Microsoft Security Label,TRANSFORMERS: DEVASTATION,9.8,A++,SEALED,False
2020-11-02,360.0,9.8 A++ SEALED GEN ACCLAIM 1995 USA,122044,11947,,STARGATE,9.8,A++,SEALED,False
2021-01-15,26400.0,8.5 A+ SEALED GB NINTENDO 1989 USA,7239,93042,"Green Screenshots, First Production",SUPER MARIO LAND,8.5,A+,SEALED,False
2019-11-03,360.0,9.6 A SEALED GEN FLYING EDGE 1993 USA,121944,11831,"Made in Japan, GA Rating",SPIDER-MAN AND X-MEN IN ARCADE'S REVENGE,9.6,,SEALED,False
2019-11-24,312.0,9.4 A+ SEALED NES VIRGIN 1993 USA,7212,97173,,OVERLORD - CAROLINA COLLECTION,9.4,A+,SEALED,False
2020-03-08,1320.0,9.6 A+ SEALED NES NINTENDO 1988 USA,7224,97041,"Rev-A, Round SOQ, Early Production",R.C. PRO-AM,9.6,A+,SEALED,False
2021-05-18,384.0,9.6 A+ SEALED NES NINTENDO 1990 USA,312120,68032,"Oval SOQ R, ""Faces"" Logo",NES PLAY ACTION FOOTBALL,9.6,A+,SEALED,False
2020-09-13,3840.0,9.8 A++ SEALED 2600 PARKER BROTHERS 1980 USA,7234,97043,,STAR WARS: THE EMPIRE STRIKES BACK,9.8,A++,SEALED,False
2020-12-07,498.0,8.0 A SEALED SNES CAPCOM 1996 USA,122049,11718,,MARVEL SUPER-HEROES: WAR OF THE GEMS,8.0,,SEALED,False
2020-11-23,104.0,8.0 A SEALED NES MINDSCAPE 1990 USA,122047,17789,Oval SOQ R,LOOPZ,8.0,,SEALED,False
2021-03-09,120.0,9.4 A+ SEALED 2600 EPYX 1987 USA,312110,67019,,SUMMER GAMES,9.4,A+,SEALED,False
2020-09-11,1680.0,9.4 A+ SEALED SNES CAPCOM 1995 USA,7234,93039,,BREATH OF FIRE II,9.4,A+,SEALED,False
2020-08-31,276.0,9.4 B+ SEALED NES ULTRA 1989 USA,122035,19757,"Rev-A, Round SOQ",GYRUSS,9.4,B+,SEALED,False
2021-06-01,109.0,8.0 B+ SEALED PS2 SONY 2007 USA,312122,66076,Drill Hole Promotional Copy,GOD OF WAR II,8.0,B+,SEALED,False
2021-07-11,2400.0,9.4 A+ SEALED N64 MIDWAY 1997 USA,7261,29172,,DOOM 64,9.4,A+,SEALED,False
2020-05-03,2160.0,9.4 A SEALED NES CAPCOM 1992 USA,7229,97087,,DISNEY'S DARKWING DUCK,9.4,,SEALED,False
2020-11-02,180.0,9.4 B SEALED NES SOFEL 1991 USA,122044,11916,Oval SOQ R,KLASHBALL,9.4,,SEALED,False
2021-08-10,1020.0,9.2 CIB NES HUDSON SOFT 1990 USA,312132,67031,Oval SOQ R,JACKIE CHAN'S ACTION KUNG FU,9.2,CIB,,False
2019-10-13,186.0,7.0 CIB GENESIS SEGA 1991 USA,121941,13297,Printed in Japan,SONIC THE HEDGEHOG,7.0,CIB,,False
2020-04-06,312.0,9.0 A+ SEALED N64 MIDWAY 1998 USA,122014,11803,,MORTAL KOMBAT 4,9.0,A+,SEALED,False
2021-03-09,94.0,9.4 A+ SEALED XBOX ATARI 2003 USA,312110,67104,Microsoft Security Label,ENTER THE MATRIX,9.4,A+,SEALED,False
2021-06-01,60.0,7.5 A++ SEALED APPLE II ATARISOFT 1983 USA,312122,66001,1983 Orange box,MS. PAC-MAN,7.5,A++,SEALED,False
2020-07-12,660.0,9.4 A SEALED NES ROMSTAR 1991 USA,7231,97134,,WORLD CHAMP,9.4,,SEALED,False
2019-07-14,492.0,THE 3-D BATTLES OF WORLDRUNNER BOX 7.0 CART 9.0 MANUAL 9.2 GSI: 7.5,121928,13258,"NES, Acclaim, 1987, Complete in Box",THE 3-D BATTLES OF WORLDRUNNER,8.0,CIB,,False
2019-08-18,65.0,SHADOW DANCER: THE SECRET OF SHINOBI BOX 7.5 CART 8.5 MANUAL 8.5,121933,15259,"Genesis, Sega, 1990, USA, Complete in Box",SHADOW DANCER: THE SECRET OF SHINOBI,8.0,CIB,,False
2021-04-05,3360.0,8.5 A++ SEALED PS1 SONY 1998 USA,7242,97242,Sony Security Label,GRAN TURISMO,8.5,A++,SEALED,False
2020-09-07,84.0,6.5 A++ SEALED 2600 ATARI 1983 USA,122036,11792,,BATTLEZONE,6.5,A++,SEALED,False
2019-05-26,104.0,BATEN KAITOS ORIGINS,121921,17191,"GameCube, Nintendo, 2006, Seal Rating",BATEN KAITOS ORIGINS,9.6,,,False
2019-11-24,288.0,9.2 B+ SEALED NES BANDAI 1989 USA,7212,97214,Oval SOQ TM,STREET COP  - CAROLINA COLLECTION,9.2,B+,SEALED,False
2021-04-13,180.0,9.2 A+ SEALED 7800 ATARI 1989 USA,312115,67023,1989 Silver box,XENOPHOBE,9.2,A+,SEALED,False
2021-07-11,3600.0,9.6 A SEALED GEN SEGA 1989 USA,7261,28156,Clamshell,TRUXTON,9.6,,SEALED,False
2020-12-07,222.0,9.6 NS NO SEAL SNES TRADEWEST 1992 ESP,122049,11724,,SUPER DOUBLE DRAGON,9.6,,NO SEAL,False
2021-01-18,288.0,8.5 A+ SEALED NES TOHO 1990 USA,122103,15902,Oval SOQ R,CIRCUS CAPER,8.5,A+,SEALED,False
2020-07-06,264.0,9.2 A+ SEALED NES KEMCO-SEIKA 1990 USA,122027,11736,,DEJA VU,9.2,A+,SEALED,False
2021-07-11,1560.0,9.8 A SEALED PS1 CRYSTAL DYNAMICS 1995 USA,7261,29248,"Sony Security Label, Jewel Case, Later Production",GEX,9.8,,SEALED,False
2020-03-06,1980.0,9.8 A+ SEALED NES NINTENDO 1985 USA,7224,93032,"Rev-A, Round SOQ, Mid-Production",PINBALL,9.8,A+,SEALED,False
2021-06-01,600.0,THE LEGEND OF ZELDA: OCARINA OF TIME/MASTER QUEST G.CUBE NINTENDO 2003 USA,312122,66067,"NFR, Security Case",THE LEGEND OF ZELDA: OCARINA OF TIME/MASTER QUEST -,9.6,A+,,False
2021-06-29,3240.0,9.6 A+ SEALED XBOX 360 MICROSOFT 2012 USA,312126,70099,"Xbox Live Trial, First Production",MINECRAFT XBOX 360 EDITION,360,A+,SEALED,False
2020-12-14,120.0,8.0 B+ SEALED PS1 SONY 1997 USA,122050,13922,Sony Security Label,WILD ARMS,8.0,B+,SEALED,False
2021-01-11,234.0,9.6 A++ SEALED 2600 ATARI 1983 USA,122102,13743,1987 Silver box,POLE POSITION,9.6,A++,SEALED,False
2020-09-13,1560.0,9.8 A++ SEALED 2600 ATARI 1988 USA,7234,97037,"1988 Red Box, Later Production",SPACE INVADERS,9.8,A++,SEALED,False
2021-08-17,1440.0,9.8 A++ SEALED PS1 AGETEC 1999 USA,312133,68094,Sony Security Label,R-TYPE DELTA,9.8,A++,SEALED,False
2020-11-09,120.0,7.0 A+ SEALED GEN EX AIR FORCE 1991 USA,122045,13817,,F-22 INTERCEPTOR,7.0,A+,SEALED,False
2020-08-10,132.0,9.4 A++ SEALED GBA ACTIVISION 2005 USA,122032,13827,,ULTIMATE SPIDER-MAN,9.4,A++,SEALED,False
2021-03-30,960.0,9.8 A++ SEALED 32X SEGA 1994 USA,312113,70084,,DOOM,9.8,A++,SEALED,False
2021-01-04,104.0,6.5 A+ SEALED 2600 M-NETWORK 1982 USA,122101,11658,,ADVENTURES OF TRON,6.5,A+,SEALED,False
2020-03-08,504.0,8.5 C+ NES BANDAI 1987 USA,7224,97003,"No Rev-A, Round SOQ, First Production",ATHLETIC WORLD,8.5,C+,,False
2021-02-01,1200.0,9.4 CIB SNES NINTENDO 1995 USA,122105,12052,,DONKEY KONG COUNTRY 2: DIDDY'S KONG QUEST,9.4,CIB,,False
2021-05-04,89.0,8.0 A++ SEALED D.CAST PLAYMORE 2002 USA,312118,66074,,THE KING OF FIGHTERS 2000,8.0,A++,SEALED,False
2020-12-14,900.0,6.0 CIB NES NINTENDO 1987 USA,122050,13882,"No Rev-A, Round SOQ, First Production",THE LEGEND OF ZELDA,6.0,CIB,,False
2021-03-23,156.0,8.0 A+ SEALED SEGACD KONAMI 1994 USA,312112,69066,,LETHAL ENFORCERS II: GUN FIGHTERS,8.0,A+,SEALED,False
2019-12-01,132.0,9.6 A++ SEALED GB NINTENDO 1997 USA,121948,11320,Uncirculated,DONKEY KONG LAND III,9.6,A++,SEALED,False
2020-07-12,9600.0,6.0 B+ SEALED NES NINTENDO 1987 USA,7231,97082,"Rev-A, Round SOQ, Mid-Production",MIKE TYSON'S PUNCH-OUT!!,6.0,B+,SEALED,False
2020-11-22,1200.0,9.6 A++ SEALED PS2 SONY 2005 USA,7236,97282,"No Security Label, Later Production",GOD OF WAR,9.6,A++,SEALED,False
2020-11-20,12600.0,9.8 A+ SEALED GBC CAPCOM 2002 USA,7236,93055,,SHANTAE,9.8,A+,SEALED,False
2020-04-20,552.0,9.4 A++ SEALED N64 NINTENDO 1996 USA,122016,15651,Player's Choice,MARIO KART 64,9.4,A++,SEALED,False
2020-10-26,94.0,9.0 A++ SEALED GB INTERPLAY 1995 USA,122043,18043,,CASINO FUNPAK,9.0,A++,SEALED,False
2019-03-24,59.0,STARFOX,121912,15290,"SNES, Nintendo, 1993, Complete in Box",STARFOX,7.0,CIB,,False
2021-04-05,1020.0,9.4 A++ SEALED NES TENGEN 1989 USA,7242,97059,Tengen Gold SOQ,FANTASY ZONE,9.4,A++,SEALED,False
2019-02-23,840.0,MARIO PARTY 2,7204,94432,"N64, Nintendo, 1999, Seal Rating",MARIO PARTY 2,9.6,A++,,False
2019-08-04,95.0,ZELDA II: THE ADVENTURE OF LINK BOX 6.0 CART 7.0 MANUAL 6.5 VARIA,121931,11304,"NES, Nintendo, 1988, USA, Complete in Box",ZELDA II: THE ADVENTURE OF LINK,6.5,CIB,,False
2021-07-11,1440.0,9.4 B+ SEALED GEN SEGA 1990 USA,7261,29217,,PHANTASY STAR III: GENERATIONS OF DOOM,9.4,B+,SEALED,False
2020-08-31,162.0,5.0 CIB NES NINTENDO 1986 USA,122035,19762,"Hangtab, 3 Code, Mid-Production",POPEYE,5.0,CIB,,False
2021-08-31,1020.0,9.6 A SEALED WII NINTENDO 2007 USA,312135,70066,Made in USA,SUPER MARIO GALAXY,9.6,,SEALED,False
2020-10-26,552.0,9.8 A++ SEALED 2600 M-NETWORK 1982 USA,122043,17968,,BURGERTIME,9.8,A++,SEALED,False
2021-04-20,204.0,9.0 NS GLUE SEAL INTV COLECO 1982 USA,312116,68025,1982 Blue box,DONKEY KONG,9.0,,GLUE SEAL,False
2021-08-10,750.0,9.4 A++ SEALED PS1 SONY 1997 USA,312132,67086,Sony Security Label,SPAWN: THE ETERNAL,9.4,A++,SEALED,False
2021-05-11,61.0,7.0 A++ SEALED 2600 M-NETWORK 1982 USA,312119,67001,1982 Black box,ADVENTURES OF TRON,7.0,A++,SEALED,False
2021-03-30,360.0,9.4 A SEALED PS2 SONY 2001 USA,312113,70091,Sony Security Label,GRAN TURISMO 3 A-SPEC,9.4,,SEALED,False
2019-08-03,2400.0,TEENAGE MUTANT NINJA TURTLES,7211,95545,"NES, Nintendo, 1989, Seal Rating",TEENAGE MUTANT NINJA TURTLES,9.0,,,False
2019-04-14,780.0,SUPERMAN,121915,13222,"N64, Titus, 1999, Seal Rating",SUPERMAN,9.2,A+,,False
2021-07-13,504.0,9.4 A SEALED GEN SEGA 1991 USA,312128,67055,,MERCS,9.4,,SEALED,False
2020-07-20,180.0,7.5 A+ SEALED NES NINTENDO 1994 USA,122029,15842,,ZODA'S REVENGE: STAR TROPICS II,7.5,A+,SEALED,False
2020-12-28,144.0,9.4 A SEALED NES HI TECH 1990 USA,122052,17592,Oval SOQ R,MTV REMOTE CONTROL,9.4,,SEALED,False
2021-08-17,1320.0,7.5 A+ SEALED GB HI TECH 1994 USA,312133,68052,,MICKEY'S ULTIMATE CHALLENGE,7.5,A+,SEALED,False
2021-08-31,480.0,9.4 A+ SEALED PS1 ACCLAIM 1997 USA,312135,70091,"Pixelated ESRB, Sony Security Label, Early Production",THE CROW: CITY OF ANGELS,9.4,A+,SEALED,False
2019-07-07,300.0,KIRBY'S ADVENTURE,121927,11313,"NES, Nintendo, 1992, Seal Rating",KIRBY'S ADVENTURE,8.0,C+,,False
2019-08-01,2280.0,CASTLEVANIA: DRACULA X,7211,92211,"SNES, Konami, 1995, Seal Rating",CASTLEVANIA: DRACULA X,8.5,A+,,False
2020-11-30,204.0,9.4 A+ SEALED 5200 PARKER BROTHERS 1984 USA,122048,19645,1983 Blue box,ASTRO CHASE,9.4,A+,SEALED,False
2020-01-20,156.0,9.6 A++ SEALED GB NINTENDO 1997 USA,122003,15979,,DONKEY KONG LAND III,9.6,A++,SEALED,False
2020-09-13,576.0,9.8 A++ SEALED 2600 M-NETWORK 1982 USA,7234,97004,,BURGERTIME,9.8,A++,SEALED,False
2020-11-23,1260.0,9.4 A+ SEALED GEN SEGA 1992 USA,122047,17813,"RTB Seam, Later Production",SONIC THE HEDGEHOG 2,9.4,A+,SEALED,False
2021-03-01,312.0,9.2 NS GLUE SEAL 2600 ATARI 1982 USA,122109,12056,1982 Silver box,RAIDERS OF THE LOST ARK,9.2,,GLUE SEAL,False
2020-09-21,1860.0,9.8 A++ SEALED 2600 PARKER BROTHERS 1982 USA,122038,15770,,SPIDER-MAN,9.8,A++,SEALED,False
2020-06-22,900.0,9.6 A+ SEALED NES NINTENDO 1993 USA,122025,17973,,TETRIS 2,9.6,A+,SEALED,False
2021-07-06,360.0,9.4 A+ SEALED GB ULTRA 1992 USA,312127,66054,,ULTRA GOLF,9.4,A+,SEALED,False
2020-06-22,288.0,9.2 A SEALED NES FCI 1988 USA,122025,17962,"Rev-A, Round SOQ, Early Production",MAGMAX,9.2,,SEALED,False
2021-03-23,336.0,9.0 NS GLUE SEAL C.VIS COLECO 1982 USA,312112,69025,1982 Grey box,SMURF: RESCUE IN GARGAMEL'S CASTLE,9.0,,GLUE SEAL,False
2021-07-27,104.0,6.0 NS GLUE SEAL 2600 ATARI 1980 USA,312130,69014,1980 Green Box,OTHELLO,6.0,,GLUE SEAL,False
2021-04-20,2880.0,5.5 B SEALED NES NINTENDO 1988 USA,312116,68038,Oval SOQ R,SUPER MARIO BROS. 2,5.5,,SEALED,False
2019-12-22,104.0,4.5 CIB NES NINTENDO 1990 USA,121951,17264,Left Bros.,SUPER MARIO BROS. 3,4.5,CIB,,False
2019-11-03,61.0,8.0 CIB GBC NINTENDO 2000 USA,121944,11826,"83% Fiber, Y-Fold Box",POKEMON TRADING CARD GAME,8.0,CIB,,False
2021-02-15,1080.0,9.6 A++ SEALED NES NINTENDO 1994 USA,122107,16042,Oval SOQ R,WARIO'S WOODS,9.6,A++,SEALED,False
2021-05-04,120.0,9.0 A SEALED SEGACD SONY IMAGESOFT 1994 USA,312118,66066,,JEOPARDY!,9.0,,SEALED,False
2021-08-31,192.0,9.4 A SEALED G.CUBE UBISOFT 2007 USA,312135,70064,,TMNT,9.4,,SEALED,False
2020-11-16,1560.0,9.2 A+ SEALED GBA CAPCOM 2004 USA,122046,15851,,MEGA MAN BATTLE NETWORK 3: WHITE VERSION,9.2,A+,SEALED,False
2021-07-13,1200.0,9.6 A++ SEALED GEN DOMARK 1993 USA,312128,67054,,JAMES BOND 007: THE DUEL,007,A++,SEALED,False
2021-07-09,8400.0,9.0 A+ SEALED SNES NINTENDO 1996 USA,7261,28078,Made in Japan,KIRBY SUPER STAR,9.0,A+,SEALED,False
2020-07-10,4800.0,9.2 A+ SEALED GB NINTENDO 1989 USA,7231,93047,,TETRIS,9.2,A+,SEALED,False
2021-03-23,384.0,6.0 CIB NES CAPCOM 1994 USA,312112,69034,Oval SOQ R The Carolina Collection,CHIP 'N DALE: RESCUE RANGERS 2,6.0,CIB,,False
2020-09-11,6000.0,9.0 A++ SEALED 2600 MATTEL 1983 USA,7234,93008,,MASTERS OF THE UNIVERSE: THE POWER OF HE-MAN,9.0,A++,SEALED,False
2019-12-15,588.0,9.6 A+ SEALED SNES TRADEWEST 1994 USA,121950,15251,,DOUBLE DRAGON V: THE SHADOW FALLS,9.6,A+,SEALED,False
2021-03-16,264.0,9.6 A++ SEALED GEN ACCLAIM 1995 USA,312111,68060,,JUDGE DREDD,9.6,A++,SEALED,False
2020-03-08,960.0,9.6 A++ SEALED NES ATLUS 1992 USA,7224,97062,,WIDGET,9.6,A++,SEALED,False
2020-08-10,180.0,8.5 A+ SEALED NES BANDAI 1988 USA,122032,13799,"Round SOQ, Rev-A, Early Production",XEVIOUS,8.5,A+,SEALED,False
2021-07-27,3600.0,6.5 A SEALED 2600 PARKER BROTHERS 1983 USA,312130,69008,Mock-Up Sample Box,JAMES BOND 007,007,,SEALED,False
2020-06-29,168.0,9.4 A+ SEALED NES AVE 1989 USA,122026,20143,,IMPOSSIBLE MISSION II,9.4,A+,SEALED,False
2019-08-01,1920.0,FINAL FANTASY VII VARIANT: BLACK LABEL,7211,92228,"PS1, Squaresoft, 1997, Seal Rating",FINAL FANTASY VII,9.6,,,True
2019-08-03,5520.0,HALO: COMBAT EVOLVED VARIANT: BLACK LABEL,7211,95553,"Xbox, Microsoft, 2001, Seal Rating",HALO: COMBAT EVOLVED,9.6,A+,,True
2021-08-24,6600.0,9.4 A++ SEALED GEN SEGA 1992 USA,312134,69094,"Tube Seam, Early Production",SONIC THE HEDGEHOG 2,9.4,A++,SEALED,False
2020-11-30,780.0,9.6 A SEALED GEN SUNSOFT 1993 USA,122048,19681,,DISNEY'S BEAUTY & THE BEAST: ROAR OF THE BEAST,9.6,,SEALED,False
2020-12-07,504.0,7.5 A+ SEALED 2600 ACTIVISION 1989 USA,122049,11680,Red box,RAMPAGE,7.5,A+,SEALED,False
2020-03-23,432.0,9.6 A+ SEALED NES TAITO 1990 USA,122012,17874,,DEMON SWORD - CAROLINA COLLECTION,9.6,A+,SEALED,False
2021-04-13,660.0,7.0 CIB NES KONAMI 1988 USA,312115,67031,"Rev-A, Round SOQ",CONTRA,7.0,CIB,,False
2020-04-27,336.0,8.0 A SEALED SNES CAPCOM 1996 USA,122017,17712,,MARVEL SUPER HEROES IN WAR OF THE GEMS,8.0,,SEALED,False
2021-07-06,114.0,9.4 A++ SEALED 2600 ATARI 1981 USA,312127,66010,1987 Orange box,MISSILE COMMAND,9.4,A++,SEALED,False
2019-03-03,168.0,METROID PRIME,121909,11342,"NFR GameCube, Nintendo, 2006, Seal Rating",METROID PRIME,9.4,A+,,False
2021-06-15,84.0,9.4 A+ SEALED 2600 ATARI 1989 USA,312124,68014,1989 Red box,SECRET QUEST,9.4,A+,SEALED,False
2021-03-16,276.0,7.0 A+ SEALED 7800 ATARI 1988 USA,312111,68032,1988 Silver box,DONKEY KONG,7.0,A+,SEALED,False
2021-07-11,4080.0,9.4 A++ SEALED SNES TECMO 1995 USA,7261,29106,Made in Mexico,NINJA GAIDEN TRILOGY,9.4,A++,SEALED,False
2021-03-30,324.0,9.4 A SEALED NES ACCLAIM 1987 USA,312113,70052,"Rev-A, Round SOQ, Black box",TIGER-HELI,9.4,,SEALED,False
2019-11-24,1140.0,9.6 A SEALED NES KEMCO-SEIKA USA 1989,7212,97044,Oval SOQ TM,THE BUGS BUNNY CRAZY CASTLE  - CAROLINA COLLECTION,9.6,,SEALED,False
2020-07-20,180.0,7.0 A SEALED NES KONAMI 1990 USA,122029,15837,,TOP GUN: THE SECOND MISSION,7.0,,SEALED,False
2021-04-20,2880.0,8.5 A+ SEALED GBA NINTENDO 2002 USA,312116,68058,,POKEMON SAPPHIRE,8.5,A+,SEALED,False
2020-07-10,3600.0,9.2 A SEALED NES NINTENDO 1985 USA,7231,93019,"Rev-A, Round SOQ, Mid-Production",HOGAN'S ALLEY,9.2,,SEALED,False
2021-08-24,324.0,5.5 A SEALED 2600 ACTIVISION 1982 USA,312134,69014,"1982 Dark Green Box, Early Production",PITFALL!,5.5,,SEALED,False
2020-09-28,216.0,7.5 B+ SEALED NES ACCLAIM 1987 USA,122039,17924,"Rev-A, Round SOQ",STAR VOYAGER,7.5,B+,SEALED,False
2020-11-22,552.0,9.8 A++ SEALED 2600 M-NETWORK 1982 USA,7236,97001,,ADVENTURES OF TRON,9.8,A++,SEALED,False
2021-07-09,43200.0,9.8 A+ SEALED NES NINTENDO 1985 USA,7261,28018,"Oval SOQ TM, Later Production",EXCITEBIKE,9.8,A+,SEALED,False
2021-06-22,65.0,8.0 CIB 2600 EPYX 1987 USA,312125,69007,1987 Blue box,CALIFORNIA GAMES,8.0,CIB,,False
2021-03-16,5280.0,8.5 A+ SEALED NES NINTENDO 1988 USA,312111,68048,Oval SOQ TM,SUPER MARIO BROS. 2,8.5,A+,SEALED,False
2020-11-30,312.0,9.0 A SEALED SNES HI TECH 1993 USA,122048,19670,,TOM AND JERRY,9.0,,SEALED,False
2019-12-22,89.0,6.0 B SEALED SNES KEMCO 1992 USA,121951,17273,Assembled in Mexico,TOP GEAR,6.0,,SEALED,False
2021-07-11,15600.0,8.0 A+ SEALED NES NINTENDO 1988 USA,7261,29026,"Rev-A, Round SOQ",CONTRA,8.0,A+,SEALED,False
2021-07-11,2880.0,9.4 CIB SNES SQUARESOFT 1993 USA,7261,29112,Made in Japan,SECRET OF MANA,9.4,CIB,,False
2020-03-08,504.0,8.0 A SEALED NES ACCLAIM 1991 USA,7224,97047,,THE SIMPSONS: BART VS. THE SPACE MUTANTS,8.0,,SEALED,False
2020-12-14,186.0,8.5 CIB NES DATA EAST 1988 USA,122050,13881,"Rev-A, Round SOQ",KARNOV,8.5,CIB,,False
2021-04-13,132.0,9.4 A+ SEALED D.CAST INFOGRAMES 1999 USA,312115,67071,,PEN PEN TRILCELON,9.4,A+,SEALED,False
2021-08-03,264.0,9.6 A+ SEALED 2600 ABSOLUTE 1988 USA,312131,66035,1988 Green Box,PETE ROSE BASEBALL,9.6,A+,SEALED,False
2020-09-07,504.0,9.4 A++ SEALED 2600 ATARI 1989 USA,122036,11806,1989 Red Box,ROAD RUNNER,9.4,A++,SEALED,False
2019-02-10,41.0,FANTASTIC FOUR: RISE OF THE SILVER SURFER,121906,12910,"PS2, Take-Two, 2002, Seal Rating",FANTASTIC FOUR: RISE OF THE SILVER SURFER,9.6,B+,,False
2020-06-29,432.0,9.4 A SEALED NES MINDSCAPE 1990 USA,122026,20140,,GAUNTLET II,9.4,,SEALED,False
2021-08-17,132.0,8.0 A SEALED PS1 989 SPORTS 1998 USA,312133,68090,Sony Security Label,NFL GAMEDAY 99,8.0,,SEALED,False
2020-03-08,468.0,9.4 A SEALED NES NINTENDO 1992 USA,7224,97064,4 Line Warranty,YOSHI,9.4,,SEALED,False
2020-02-10,84.0,6.5 B+ NES LJN 1988 USA,122006,13800,"Rev-A, Round SOQ, Early Production",MAJOR LEAGUE BASEBALL,6.5,B+,,False
2020-07-27,660.0,8.0 A SEALED NES KONAMI 1990 USA,122030,17857,"w/ Trip Offer, Early Production",CASTLEVANIA III: DRACULA'S CURSE,8.0,,SEALED,False
2020-03-02,104.0,8.0 A+ SEALED N64 HASBRO 1998 USA,122009,11940,,GLOVER,8.0,A+,SEALED,False
2021-01-18,780.0,5.5 A++ SEALED 5200 ATARI 1983 USA,122103,15885,1983 Silver box,MARIO BROS.,5.5,A++,SEALED,False
2021-02-08,79.0,7.5 NS GLUE SEAL 2600 ACTIVISION 1982 USA,122106,14058,,SPIDER FIGHTER,7.5,,GLUE SEAL,False
2021-06-29,1440.0,9.6 A++ SEALED NES NAMCO 1993 USA,312126,70029,Oval SOQ R,MS. PAC-MAN,9.6,A++,SEALED,False
2021-06-08,216.0,9.0 A++ SEALED INTV MATTEL ELECTRONICS 1983 USA,312123,66033,1983 Red box,ADVANCED DUNGEONS & DRAGONS: TREASURE OF TARMIN,9.0,A++,SEALED,False
2020-10-05,492.0,9.6 A++ SEALED SNES LJN 1994 USA,122040,11933,Oval SOQ TM,T2: THE ARCADE GAME,9.6,A++,SEALED,False
2019-04-21,288.0,WHERE'S WALDO?,121916,15212,"NES, THQ, 1991, Seal Rating",WHERE'S WALDO?,9.2,A++,,False
2021-07-20,312.0,9.4 B+ SEALED PS1 ATLUS 1995 USA,312129,68090,Ridged Longbox,SPACE GRIFFON VF-9,9.4,B+,SEALED,False
2020-10-19,552.0,9.8 A++ SEALED SEGACD SEGA 1992 USA,122042,15858,,MARKY MARK AND THE FUNKY BUNCH: MAKE MY VIDEO,9.8,A++,SEALED,False
