sale_date,sale_price,description,sale_id,lot_id,comments,title,grade,seal_grade,seal_type,variant
2020-03-23,162.0,9.4 B+ SEALED NES LJN 1988 USA,122012,17851,"Rev-A, Round SOQ, Early Production",MAJOR LEAGUE BASEBALL,9.4,B+,SEALED,False
2020-09-14,1020.0,9.8 A++ SEALED NES GAMETEK 1991 USA,122037,13871,Oval SOQ R,SUPER JEOPARDY! - THE INDIANA COLLECTION,9.8,A++,SEALED,False
2021-04-02,9000.0,9.8 A+ SEALED GEN SEGA 1991 USA,7242,93082,,QUACKSHOT,9.8,A+,SEALED,False
2020-05-03,1020.0,9.6 A++ SEALED N64 NINTENDO 1999 USA,7229,97243,,MARIO PARTY 2,9.6,A++,SEALED,False
2021-06-22,1140.0,7.0 B+ SEALED NES UBISOFT 1993 USA,312125,69052,Oval SOQ R,INDIANA JONES AND THE LAST CRUSADE,7.0,B+,SEALED,False
2021-07-27,540.0,8.5 A SEALED NES NINTENDO 1989 USA,312130,69041,Oval SOQ R,NES CLEANING KIT,8.5,,SEALED,False
2021-02-01,120.0,9.0 A++ SEALED 2600 TELEGAMES 1983 USA,122105,12006,Black box,LOCK 'N' CHASE,9.0,A++,SEALED,False
2020-05-03,492.0,7.5 NS ATARI 2600 ATARI 1981 USA,7229,97003,,ASTEROIDS,7.5,,,False
2021-07-20,11100.0,9.0 A SEALED NES ULTRA 1990 USA,312129,68052,"Oval SOQ R, No Pizza Offer",TEENAGE MUTANT NINJA TURTLES II: THE ARCADE GAME,9.0,,SEALED,False
2021-03-09,1140.0,9.6 A++ SEALED 2600 TELEGAMES 1983 USA,312110,67007,,KUNG FU SUPERKICKS,9.6,A++,SEALED,False
2019-04-28,1080.0,HALO: COMBAT EVOLVED BOX 8.5 DISC 9.2 MANUAL 9.4,121917,17277,"NFR Xbox, Microsoft, 2001, Complete in Box",HALO: COMBAT EVOLVED,9.0,CIB,,False
2020-11-20,9001.2,9.4 A+ SEALED N64 NINTENDO 1998 USA,7236,93058,Collector's Edition,THE LEGEND OF ZELDA: OCARINA OF TIME,9.4,A+,SEALED,False
2021-02-22,222.0,8.5 B+ SEALED NES MINDSCAPE 1989 USA,122108,18059,Oval SOQ TM,720°,720,B+,SEALED,False
2020-05-11,132.0,7.5 A SEALED NES ACCLAIM 1992 USA,122019,13764,,GEORGE FOREMAN'S KO BOXING,7.5,,SEALED,False
2020-09-14,109.0,9.4 A+ SEALED GBA THQ 2004 USA,122037,13886,,THE SPONGEBOB SQUAREPANTS MOVIE,9.4,A+,SEALED,False
2020-08-10,1080.0,9.4 A+ SEALED NES ACCLAIM 1989 USA,122032,13798,"Oval SOQ TM, Later Production",WWF WRESTLEMANIA,9.4,A+,SEALED,False
2020-09-11,3360.0,9.8 A SEALED N64 NINTENDO 1999 USA,7234,93048,,MARIO PARTY 2,9.8,,SEALED,False
2020-09-14,138.0,6.0 CIB NES NINTENDO 1985 USA,122037,13861,"Hangtab, 2 Code, Mid-Production",KUNG FU,6.0,CIB,,False
2019-08-03,1320.0,MARIO PARTY 3,7211,95534,"N64, Nintendo, 2000, Seal Rating",MARIO PARTY 3,9.6,A+,,False
2021-05-11,210.0,7.0 CIB NES NINTENDO 1985 USA,312119,67030,"Rev-A, Round SOQ",EXCITEBIKE,7.0,CIB,,False
2020-11-20,3840.0,9.6 A+ SEALED GEN ARENA 1993 USA,7236,93066,"Acclaim File Copy, First Production",MORTAL KOMBAT,9.6,A+,SEALED,False
2019-11-24,840.0,6.5 C+ SEALED NES ACCLAIM 1987 USA,7212,97212,"No Rev-A, Round SOQ",STAR VOYAGER  - CAROLINA COLLECTION,6.5,C+,SEALED,False
2020-06-15,192.0,6.5 CIB SNES NINTENDO 1991 USA,122024,15769,IMP Manual,SUPER MARIO WORLD,6.5,CIB,,False
2020-09-13,576.0,9.0 A SEALED NES THQ 1992 USA,7234,97055,,THE ADVENTURES OF ROCKY AND BULLWINKLE AND FRIENDS,9.0,,SEALED,False
2021-08-03,156.0,9.0 A+ SEALED 2600 ATARI 1983 USA,312131,66031,1983 Silver Box,MOON PATROL,9.0,A+,SEALED,False
2020-05-03,408.0,7.5 B+ SEALED NES THQ 1992 USA,7229,97055,,ATTACK OF THE KILLER TOMATOES,7.5,B+,SEALED,False
2020-11-16,71.0,9.6 A++ SEALED PS2 ROCKSTAR 2002 USA,122046,15868,"""Trilogy"" Release, Later Production",GRAND THEFT AUTO: VICE CITY,9.6,A++,SEALED,False
2020-03-06,1320.0,9.4 A SEALED NES NINTENDO 1990 USA,7224,93043,"Oval SOQ TM, Standard Warranty",TETRIS,9.4,,SEALED,False
2020-08-10,528.0,8.5 A+ SEALED NES LJN 1989 USA,122032,13797,,WHO FRAMED ROGER RABBIT,8.5,A+,SEALED,False
2019-11-22,1560.0,9.0 A SEALED NES NINTENDO 1985 USA,7212,93022,Oval SOQ TM,GOLF  - CAROLINA COLLECTION,9.0,,SEALED,False
2021-01-15,6600.0,9.6 A+ SEALED N64 NINTENDO 2000 USA,7239,93049,Collector's Edition,THE LEGEND OF ZELDA: MAJORA'S MASK,9.6,A+,SEALED,False
2020-07-27,228.0,9.4 A++ SEALED NES SEI 1989 USA,122030,17864,,IMPOSSIBLE MISSION II,9.4,A++,SEALED,False
2020-08-10,1680.0,7.5 CIB NES NINTENDO 1987 USA,122032,13784,"Promotional Copy, Includes Letter",MIKE TYSON'S PUNCH-OUT!!,7.5,CIB,,False
2020-11-16,300.0,9.0 A++ SEALED 32X SEGA 1994 USA,122046,15861,Cardboard Slide,STAR WARS ARCADE,9.0,A++,SEALED,False
2021-04-27,126.0,9.4 A++ SEALED 2600 ATARI 1983 USA,312117,69008,1987 Silver box,DIG DUG,9.4,A++,SEALED,False
2020-08-17,240.0,8.5 A SEALED 2600 PARKER BROTHERS 1983 USA,122033,15747,,STAR WARS JEDI ARENA,8.5,,SEALED,False
2020-12-07,276.0,9.2 A+ SEALED 2600 PARKER BROTHERS 1982 USA,122049,11693,1982 Silver box,STAR WARS: THE EMPIRE STRIKES BACK,9.2,A+,SEALED,False
2020-09-07,960.0,9.8 A++ SEALED NES NINTENDO 1993 CAN,122036,11824,Canadian Version,KIRBY'S ADVENTURE,9.8,A++,SEALED,False
2020-09-21,156.0,9.4 A+ SEALED 2600 ATARI 1990 USA,122038,15792,,XENOPHOBE,9.4,A+,SEALED,False
2020-09-11,2160.0,9.6 A++ SEALED 2600 ATARI 1981 USA,7234,93015,Brown Box,WARLORDS,9.6,A++,SEALED,False
2020-07-27,312.0,9.2 B SEALED GEN EA SPORTS 1992 USA,122030,17897,,JOHN MADDEN FOOTBALL '92,9.2,,SEALED,False
2021-02-01,144.0,6.5 NS GLUE SEAL 2600 ATARI 1983 USA,122105,12019,1986 Silver box,TAZ,6.5,,GLUE SEAL,False
2020-11-30,132.0,8.5 CIB 2600 ACTIVISION 1989 USA,122048,19638,,RAMPAGE,8.5,CIB,,False
2020-07-12,630.0,9.2 A+ SEALED 2600 ACTIVISION 1981 USA,7231,97015,,SKIING,9.2,A+,SEALED,False
2020-03-30,360.0,9.6 A SEALED SMS SEGA 1988 USA,122013,19941,,ALIEN SYNDROME,9.6,,SEALED,False
2020-04-13,264.0,7.5 CIB GB NINTENDO 1998 USA,122015,13822,"Solid ESRB, Later Production",POKEMON RED,7.5,CIB,,False
2021-04-05,1380.0,9.8 A+ SEALED NES MINDSCAPE 1990 USA,7242,97085,Oval SOQ R,M.U.L.E.,9.8,A+,SEALED,False
2021-07-20,660.0,9.0 A+ SEALED GB NINTENDO 1992 USA,312129,68062,,YOSHI,9.0,A+,SEALED,False
2021-07-20,1050.0,7.0 CIB NES NINTENDO 1987 USA,312129,68040,"White Bullet, First Production, GSI Included",MIKE TYSON'S PUNCH-OUT!!,7.0,CIB,,False
2020-09-14,114.0,6.5 B+ SEALED NES ULTRA 1990 USA,122037,13860,,KINGS OF THE BEACH,6.5,B+,SEALED,False
2021-07-13,384.0,9.4 A+ SEALED PS1 ACCLAIM 1997 USA,312128,67088,Sony Security Label,THE CROW: CITY OF ANGELS,9.4,A+,SEALED,False
2020-12-21,144.0,4.5 B+ SEALED NES ULTRA 1992 USA,122051,16085,Oval SOQ R,STAR TREK: 25TH ANNIVERSARY,4.5,B+,SEALED,False
2020-12-07,660.0,9.8 A++ SEALED NES SAMMY 1990 USA,122049,11716,Oval SOQ TM,TWIN COBRA,9.8,A++,SEALED,False
2021-06-01,480.0,7.5 CIB NES NINTENDO 1988 USA,312122,66045,"Rev-A, Round SOQ",SUPER MARIO BROS. 2,7.5,CIB,,False
2020-05-18,2340.0,8.5 A+ SEALED SNES NINTENDO 1998 USA,122020,15766,Player's Choice,DONKEY KONG COUNTRY 2: DIDDY'S KONG QUEST,8.5,A+,SEALED,False
2021-07-11,40800.0,9.8 A+ SEALED GBA NINTENDO 2002 USA,7261,28142,,POKEMON RUBY VERSION,9.8,A+,SEALED,False
2020-12-21,432.0,9.2 A SEALED 2600 PARKER BROTHERS 1982 USA,122051,16056,,STAR WARS: THE EMPIRE STRIKES BACK,9.2,,SEALED,False
2020-09-13,1080.0,9.8 A++ SEALED GEN ACCLAIM 1995 USA,7234,97137,,BATMAN FOREVER,9.8,A++,SEALED,False
2020-11-23,180.0,9.4 B+ SEALED PS2 ROCKSTAR 2005 USA,122047,17839,,THE WARRIORS,9.4,B+,SEALED,False
2020-07-27,780.0,7.0 CIB NES NINTENDO 1987 USA,122030,17870,,MIKE TYSON'S PUNCH-OUT!!,7.0,CIB,,False
2020-05-03,360.0,9.6 A+ SEALED NES TAITO 1989 USA,7229,97156,Oval SOQ TM,OPERATION WOLF,9.6,A+,SEALED,False
2021-03-01,720.0,9.8 A++ SEALED PS2 ROCKSTAR 2002 USA,122109,12095,"""Trilogy"" Release, Later Production",GRAND THEFT AUTO: VICE CITY,9.8,A++,SEALED,False
2021-02-01,180.0,8.0 A+ SEALED 2600 ATARI 1983 USA,122105,12018,1982 Silver box,SWORDQUEST: FIREWORLD,8.0,A+,SEALED,False
2021-04-13,174.0,9.6 A+ SEALED D.CAST CRAVE 2000 USA,312115,67073,,SUPER MAGNETIC NEO,9.6,A+,SEALED,False
2020-12-07,264.0,9.0 A SEALED PS1 INFOGRAMES 2001 USA,122049,11749,,SHEEP RAIDER,9.0,,SEALED,False
2020-02-10,109.0,9.2 CIB NES NINTENDO 1988 USA,122006,13798,"Oval SOQ TM, Later Production",DONKEY KONG CLASSICS,9.2,CIB,,False
2021-08-31,120.0,8.5 CIB 2600 ACTIVISION 1981 USA,312135,70008,1981 Blue box,ICE HOCKEY,8.5,CIB,,False
2019-11-17,150.0,6.0 CIB NES NINTENDO 1987 USA,121946,15267,"*Promotional Copy, Includes Maps & Strategies",THE LEGEND OF ZELDA,6.0,CIB,,False
2020-03-08,1320.0,9.6 A++ SEALED NES BANDAI 1989 USA,7224,97036,,MONSTER PARTY - INDIANA COLLECTION,9.6,A++,SEALED,False
2021-08-10,384.0,9.0 B+ SEALED PS1 SQUARE 2001 USA,312132,67079,Sony Security Label,FINAL FANTASY CHRONICLES,9.0,B+,SEALED,False
2021-01-18,156.0,9.4 A++ SEALED PS2 CAPCOM 2003 USA,122103,15945,Anniversary Collection,DEVIL MAY CRY 2,9.4,A++,SEALED,False
2021-08-31,2400.0,9.0 A SEALED N64 NINTENDO 1999 USA,312135,70059,Collector's Edition,DONKEY KONG 64,9.0,,SEALED,False
2021-04-05,2880.0,THE LEGEND OF ZELDA NES NINTENDO 1987 USA,7242,97075,"Classic Series, Oval SOQ R",THE LEGEND OF ZELDA,9.4,A+,,False
2021-04-02,34800.0,8.5 A+ SEALED N64 NINTENDO 1996 USA,7242,93071,,MARIO KART 64,8.5,A+,SEALED,False
2021-06-15,840.0,9.0 A+ SEALED GEN WILLIAMS 1995 USA,312124,68073,Clamshell,MORTAL KOMBAT 3,9.0,A+,SEALED,False
2019-12-22,104.0,9.4 A++ SEALED SNES NINTENDO 1993 USA,121951,17274,Made in Japan,VEGAS STAKES,9.4,A++,SEALED,False
2019-06-30,89.0,CERTIFIED GROUP OF 2,121926,19235,"Various, 2007, 2011",WII,,,,False
2020-12-28,276.0,7.0 CIB NES NINTENDO 1990 USA,122052,17599,"Bros. ""Right"", Later Production",SUPER MARIO BROS. 3,7.0,CIB,,False
2021-03-09,94.0,9.0 A++ SEALED 2600 1983 USA,312110,67001,Blue box,THE ACTIVISION DECATHLON,9.0,A++,SEALED,False
2020-11-30,228.0,8.5 A+ SEALED N64 ACCLAIM SPORTS 1998 USA,122048,19678,,WWF WAR ZONE,8.5,A+,SEALED,False
2020-09-07,480.0,9.8 A++ SEALED NES AGCI 1990 USA,122036,11843,Made in USA,SHOCKWAVE  - CAROLINA COLLECTION,9.8,A++,SEALED,False
2021-08-24,5280.0,9.8 A+ SEALED PS2 ROCKSTAR 2004 USA,312134,69108,Sony Security Label,GRAND THEFT AUTO: SAN ANDREAS,9.8,A+,SEALED,False
2020-08-10,360.0,9.2 A+ SEALED NES DATA EAST 1990 USA,122032,13773,,CAVEMAN GAMES,9.2,A+,SEALED,False
2021-04-05,2880.0,9.8 A+ SEALED PS2 ROCKSTAR 2001 USA,7242,97266,Sony Security Label,GRAND THEFT AUTO III,9.8,A+,SEALED,False
2020-09-21,300.0,9.6 A++ SEALED N64 MIDWAY 2000 USA,122038,15797,,HYDRO THUNDER,9.6,A++,SEALED,False
2020-12-14,109.0,9.4 A++ SEALED 2600 ATARI 1988 USA,122050,13842,1988 Red box,DARK CHAMBERS,9.4,A++,SEALED,False
2020-03-16,384.0,7.5 B+ SEALED NES NINTENDO 1992 USA,122011,15875,Classic Series,THE LEGEND OF ZELDA,7.5,B+,SEALED,False
2020-09-28,408.0,9.4 A SEALED PS1 PSYGNOSIS 1995 USA,122039,17947,,DISCWORLD,9.4,,SEALED,False
2020-09-13,552.0,8.5 A SEALED NES SONY IMAGESOFT 1992 USA,7234,97075,,HOOK,8.5,,SEALED,False
2021-08-17,84.0,7.0 NS GLUE SEAL 2600 ATARI 1982 USA,312133,68009,1986 Gray Box,DEMONS TO DIAMONDS,7.0,,GLUE SEAL,False
2020-09-07,120.0,9.2 A+ SEALED C.VIS CBS 1983 FRA,122036,11819,French PAL Version,SCHTROUMPFS,9.2,A+,SEALED,False
2021-06-22,180.0,9.2 A++ SEALED 2600 ATARI 1983 USA,312125,69022,1983 Silver box,MOON PATROL,9.2,A++,SEALED,False
2021-01-25,384.0,9.6 A++ SEALED 2600 ATARI 1989 USA,122104,17921,1989 Red box,RADAR LOCK,9.6,A++,SEALED,False
2019-01-20,104.0,BASEBALL,121903,13297,"NES, Nintendo, 1985, Complete in Box",BASEBALL,8.0,CIB,,False
2020-05-03,960.0,6.5 B+ SEALED NES ULTRA 1989 USA,7229,97190,,TEENAGE MUTANT NINJA TURTLES,6.5,B+,SEALED,False
2021-07-13,312.0,9.4 A SEALED NES HAL 1988 USA,312128,67017,"Rev-A, Round SOQ",DEFENDER II,9.4,,SEALED,False
2020-05-03,630.0,9.4 A SEALED NES ACCLAIM 1991 USA,7229,97195,,TROG!,9.4,,SEALED,False
2019-06-09,99.0,THE LEGEND OF ZELDA: OCARINA OF TIME BOX: 6.0 CART 9.2 MANUAL 8.0 GSI 9,121923,13206,"N64, Nintendo 1998, Complete in Box",THE LEGEND OF ZELDA: OCARINA OF TIME,7.5,CIB,,False
2020-09-14,109.0,8.5 A+ SEALED GBA ATARI 2005 USA,122037,13882,,DRAGON BALL GT: TRANSFORMATION,8.5,A+,SEALED,False
2021-03-09,576.0,9.0 A SEALED NES KONAMI 1988 USA,312110,67050,Oval SOQ TM,TRACK & FIELD II,9.0,,SEALED,False
2021-03-23,2160.0,7.5 A SEALED N64 NINTENDO 2000 USA,312112,69056,,THE LEGEND OF ZELDA: MAJORA'S MASK,7.5,,SEALED,False
2021-01-04,528.0,5.0 CIB NES NINTENDO 1987 USA,122101,11703,"White Bullets, Round SOQ, First Production",MIKE TYSON'S PUNCH-OUT!!,5.0,CIB,,False
2020-07-13,2640.0,9.6 A++ SEALED 2600 ATARI 1978 USA,122028,13817,1988 Red Box,SPACE INVADERS,9.6,A++,SEALED,False
2020-07-10,14400.0,9.4 A+ SEALED NES NINTENDO 1985 USA,7231,93016,"Rev-A, Round SOQ, Later Production",DUCK HUNT,9.4,A+,SEALED,False
2021-07-09,18600.0,9.6 A+ SEALED NES NINTENDO 1989 USA,7261,28039,Oval SOQ TM,NINJA GAIDEN,9.6,A+,SEALED,False
2021-05-11,168.0,7.5 A SEALED NES NINTENDO 1990 USA,312119,67043,Oval SOQ R,STAR TROPICS,7.5,,SEALED,False
2021-08-03,900.0,9.4 B+ SEALED XBOX360 MICROSOFT 2006 USA,312131,66115,Microsoft Security Label,GEARS OF WAR,9.4,B+,SEALED,False
2021-01-04,204.0,8.0 B SEALED NES FCI 1993 USA,122101,11690,Oval SOQ R,BREAK TIME: THE NATIONAL POOL TOUR,8.0,,SEALED,False
2020-11-16,198.0,9.4 A+ SEALED NES MATTEL 1990 USA,122046,15827,Oval SOQ R,SUPER GLOVE BALL,9.4,A+,SEALED,False
2021-05-18,384.0,9.4 A+ SEALED GBA MIDWAY 2002 USA,312120,68058,,MORTAL KOMBAT: DEADLY ALLIANCE,9.4,A+,SEALED,False
2020-08-10,360.0,8.5 A SEALED NES MINDSCAPE 1990 USA,122032,13774,,DAYS OF THUNDER,8.5,,SEALED,False
2021-03-01,384.0,7.5 NS NO SEAL 2600 SPECTRAVISION 1983 USA,122109,12053,1982 Silver box,PLANET PATROL,7.5,,NO SEAL,False
2019-06-16,114.0,GOLDEN AXE VARIANT: SEGA CLASSIC SERIES,121924,15242,"Genesis, Sega, 1989, Seal Rating",GOLDEN AXE,9.2,,,True
2020-10-12,240.0,9.4 A SEALED NES GAMETEK 1991 USA,122041,13794,,SUPER JEOPARDY!,9.4,,SEALED,False
2020-11-09,144.0,9.2 A+ SEALED 2600 ATARI 1984 USA,122045,13759,1987 Silver box,MILLIPEDE,9.2,A+,SEALED,False
2020-08-31,168.0,9.2 A SEALED NES BANDAI 1987 USA,122035,19750,"Oval SOQ TM, Later Production",ATHLETIC WORLD,9.2,,SEALED,False
2021-08-03,99.0,5.0 NS GLUE SEAL 2600 20TH CENTURY FOX 1982 USA,312131,66005,1982 Green Box,BEANY BOPPER,5.0,,GLUE SEAL,False
2021-01-04,204.0,6.0 A+ SEALED NES TENGEN 1988 USA,122101,11704,Tengen Gold SOQ,PAC-MAN,6.0,A+,SEALED,False
2020-11-22,552.0,9.4 A+ SEALED 2600 ATARI 1983 USA,7236,97026,,TAZ,9.4,A+,SEALED,False
2021-03-01,210.0,9.2 NS GLUE SEAL C.VIS COLECO 1984 USA,122109,12076,1983 Grey box,WARGAMES,9.2,,GLUE SEAL,False
2021-08-17,492.0,9.6 A++ SEALED 2600 ATARI 1980 USA,312133,68027,1988 Red Box,SPACE INVADERS,9.6,A++,SEALED,False
2021-06-29,216.0,9.6 A++ SEALED PS2 ROCKSTAR 2001 USA,312126,70076,"""Trilogy"" Release, Later Production",GRAND THEFT AUTO III,9.6,A++,SEALED,False
2021-06-29,720.0,9.2 B+ SEALED NES TENGEN 1990 USA,312126,70030,Tengen Gold SOQ,MS. PAC-MAN,9.2,B+,SEALED,False
2021-04-27,162.0,6.5 A SEALED NES JALECO 1989 USA,312117,69032,Oval SOQ R,GOAL!,6.5,,SEALED,False
2021-08-10,720.0,8.5 A+ SEALED SNES KONAMI 19,312132,67042,"Assembled in Mexico, Corrected Screenshots, Later Production",CONTRA III: THE ALIEN WARS,8.5,A+,SEALED,False
2021-08-24,109.0,9.4 NS NO SEAL 2600 ATARI 1980 USA,312134,69019,1981 Blue box,SKIING,9.4,,NO SEAL,False
2020-11-23,104.0,7.5 A++ SEALED 2600 ACTIVISION 1988 USA,122047,17746,1985 Green box,COMMANDO,7.5,A++,SEALED,False
2020-12-21,180.0,9.0 A+ SEALED 2600 ATARI 1989 USA,122051,16054,1989 Red box,ROAD RUNNER,9.0,A+,SEALED,False
2021-03-09,432.0,9.6 A+ SEALED PS1 CRYSTAL DYNAMICS 1995 USA,312110,67091,Sony Security Label,TOTAL ECLIPSE,9.6,A+,SEALED,False
2021-07-09,45600.0,9.8 A+ SEALED SNES NINTENDO 1996 USA,7261,28086,Made in Japan,SUPER MARIO RPG: LEGEND OF THE SEVEN STARS,9.8,A+,SEALED,False
2020-03-08,810.0,9.2 A SEALED NES LJN 1989 USA,7224,97005,Oval SOQ TM,BACK TO THE FUTURE,9.2,,SEALED,False
2021-06-15,204.0,7.5 A SEALED SNES ACCLAIM 1995 USA,312124,68048,Made in Mexico,BATMAN FOREVER,7.5,,SEALED,False
2021-07-11,1920.0,9.6 A+ SEALED NES SETA 1990 USA,7261,29035,Oval SOQ R,FORMULA ONE: BUILT TO WIN,9.6,A+,SEALED,False
2021-01-04,660.0,9.8 A SEALED SEGACD EXTREME 1993 USA,122101,11727,,REVENGERS OF VENGEANCE,9.8,,SEALED,False
2020-09-14,360.0,9.4 A SEALED NES GAMETEK 1992 USA,122037,13876,Oval SOQ TM,WHEEL OF FORTUNE JUNIOR EDITION - THE INDIANA COLLECTION,9.4,,SEALED,False
2021-07-09,9600.0,9.4 A+ NES NINTENDO 1990 USA,7261,28060,Export Distributor Seal,SUPER MARIO BROS. 3,9.4,A+,,False
2021-08-17,456.0,9.0 B+ SEALED NES BANDAI 1988 USA,312133,68038,"Rev-A, Round SOQ",DRAGON POWER,9.0,B+,SEALED,False
2020-01-20,408.0,8.5 A SEALED NES LJN 1990 USA,122003,15968,,THE PUNISHER,8.5,,SEALED,False
2021-08-10,120.0,8.0 CIB NES DATA EAST 1987 USA,312132,67024,"Rev-A, Round SOQ",BURGERTIME,8.0,CIB,,False
2020-08-10,600.0,9.4 A+ SEALED SEGACD ELECTRONIC ARTS 1995 USA,122032,13832,,ROAD RASH,9.4,A+,SEALED,False
2020-01-13,216.0,9.2 A+ SEALED N64 MIDWAY 1998 USA,122002,13839,,QUAKE 64,9.2,A+,SEALED,False
2020-12-21,384.0,9.0 CIB XBOX MICROSOFT 2001 USA,122051,16122,NFR,HALO: COMBAT EVOLVED,9.0,CIB,,False
2021-07-13,1050.0,9.8 A+ SEALED PS1 SQUARESOFT 1999 USA,312128,67071,Sony Security Label,FINAL FANTASY ANTHOLOGY,9.8,A+,SEALED,False
2020-09-13,1200.0,9.8 A++ SEALED 2600 ACTIVISION 1983 USA,7234,97024,,OINK!,9.8,A++,SEALED,False
2019-07-14,156.0,POWER BLADE,121928,13253,"NES, Taito, 1991, Seal Rating",POWER BLADE,7.0,,,False
2021-02-08,79.0,6.5 NS GLUE SEAL 5200 ATARI 1982 USA,122106,14067,1986 Silver box,MISSILE COMMAND,6.5,,GLUE SEAL,False
2021-07-06,4320.0,9.8 A++ SEALED PS1 SONY 1998 USA,312127,66077,Sony Security Label,METAL GEAR SOLID,9.8,A++,SEALED,False
2019-03-10,104.0,STAR VOYAGER,121910,12279,"NES, Acclaim, 1987, Seal Rating",STAR VOYAGER,9.0,CIB,,False
2020-12-28,204.0,9.4 B+ SEALED 2600 ATARI 1981 USA,122052,17555,1987 Orange box,MISSILE COMMAND,9.4,B+,SEALED,False
2021-04-05,720.0,9.6 A++ SEALED PS1 WORKING DESIGNS 2000 USA,7242,97251,Sony Security Label,SILHOUETTE MIRAGE,9.6,A++,SEALED,False
2021-08-24,192.0,9.4 A+ SEALED XBOX ATARI 2002 USA,312134,69115,Microsoft Security Label,SUPERMAN: MAN OF STEEL,9.4,A+,SEALED,False
2021-01-11,120.0,9.4 A++ SEALED 5200 ATARI 1983 USA,122102,13757,1983 Silver box,BERZERK,9.4,A++,SEALED,False
2020-11-22,8400.0,5.5 A+ SEALED SNES NINTENDO 1991 USA,7236,97156,"Standard Release, Early Production",SUPER MARIO WORLD,5.5,A+,SEALED,False
2020-05-03,576.0,8.5 A+ SEALED SNES CAPCOM 1996 USA,7229,97218,,MARVEL SUPER HEROES: WAR OF THE GEMS,8.5,A+,SEALED,False
2021-07-27,264.0,8.5 NS GLUE SEAL INTV COLECO 1982 USA,312130,69030,,DONKEY KONG,8.5,,GLUE SEAL,False
2021-01-15,38400.0,9.4 A+ SEALED N64 NINTENDO 1996 USA,7239,93052,,SUPER MARIO 64,9.4,A+,SEALED,False
2020-10-05,79.0,6.5 NS 2600 US GAMES 1982 USA,122040,11900,,SPACE JOCKEY,6.5,,,False
2020-11-20,2640.0,8.0 A SEALED NES ULTRA 1989 USA,7236,93036,,TEENAGE MUTANT NINJA TURTLES,8.0,,SEALED,False
2020-04-13,104.0,9.4 A++ SEALED N64 ACCLAIM 1998 USA,122015,13823,,EXTREME-G XG2,9.4,A++,SEALED,False
2021-07-20,99.0,7.5 NS GLUE SEAL 2600 ATARI 1984 USA,312129,68013,1987 Silver Box,MILLIPEDE,7.5,,GLUE SEAL,False
2021-06-08,65.0,5.5 NS GLUE SEAL 2600 ATARI 1982 USA,312123,66007,1982 Blue box,DEFENDER,5.5,,GLUE SEAL,False
2020-11-23,336.0,7.5 A SEALED 2600 ATARI 1982 USA,122047,17766,"1981 Oranga box, 2D Pac-Man",PAC-MAN,7.5,,SEALED,False
2020-08-10,228.0,8.5 A+ SEALED NES JALECO 1990,122032,13770,Oval SOQ TM,BASES LOADED II: SECOND SEASON,8.5,A+,SEALED,False
2021-08-17,360.0,9.4 A+ SEALED 2600 ACTIVISION 1984 USA,312133,68022,1984 Brown Box,PITFALL II: LOST CAVERNS,9.4,A+,SEALED,False
2020-12-07,660.0,9.6 A+ SEALED NES ACTIVISION 1990 USA,122049,11702,Oval SOQ R,THE ADVENTURES OF RAD GRAVITY,9.6,A+,SEALED,False
2020-05-25,104.0,9.2 B+ SEALED 2600 IMAGIC 1982 USA,122021,17778,Slide Tray Box,RIDDLE OF THE SPHINX,9.2,B+,SEALED,False
2020-03-23,192.0,6.5 B+ SEALED NES NINTENDO 1990 USA,122012,17857,NFR Challenge Set,SUPER MARIO BROS. 3,6.5,B+,SEALED,False
2021-08-31,504.0,9.4 A+ SEALED PS1 ACCLAIM 1996 USA,312135,70099,"Sony Security Label, Pixel ESRB, Early Production",WWF IN YOUR HOUSE,9.4,A+,SEALED,False
2021-06-22,1140.0,9.4 A++ SEALED 2600 ATARI 1988 USA,312125,69014,1988 Red Box,DONKEY KONG,9.4,A++,SEALED,False
2020-10-12,240.0,9.4 A SEALED SEGACD SEGA 1994 USA,122041,13809,,ETERNAL CHAMPIONS: CHALLENGE FROM THE DARK SIDE,9.4,,SEALED,False
2019-09-22,432.0,7.5 CIB NES NINTENDO 1986 USA,121938,17316,"Hangtab, No NES TM, Fourth Variant",DONKEY KONG JR.,7.5,CIB,,False
2020-07-06,240.0,8.5 A SEALED SEGA CD SEGA 1995 USA,122027,11762,,THE ADVENTURES OF BATMAN & ROBIN,8.5,,SEALED,False
2021-06-29,324.0,9.4 A++ SEALED NES AVE 1990 USA,312126,70023,The Indiana Collection,DUDES WITH ATTITUDE,9.4,A++,SEALED,False
2020-06-08,138.0,6.0 CIB NES TITUS 1992 USA,122023,13483,,THE BLUES BROTHERS,6.0,CIB,,False
2021-07-11,3120.0,9.4 A+ SEALED PS1 GT 1999 USA,7261,29241,Sony Security Label,DRIVER: YOU ARE THE WHEELMAN,9.4,A+,SEALED,False
2020-12-21,432.0,8.0 CIB NES NINTENDO 1990 USA,122051,16089,"Bros. ""Right "", Later Production",SUPER MARIO BROS. 3,8.0,CIB,,False
2021-07-11,840.0,9.8 A+ SEALED PS2 CAPCOM 2004 USA,7261,29303,Sony Security Label,MEGA MAN X8,9.8,A+,SEALED,False
2020-10-12,360.0,9.2 A SEALED SNES ELECTRONIC ARTS 1992 USA,122041,13802,,RAMPART,9.2,,SEALED,False
